"Sales ID";"Sales Amount (USD)";"Cost Price (USD)";"Region";"Conversion Rate (%)";"Sessions";"Views";"Follow-ups";"Closed Deal?";"Customer Feedback";"Customer Plan";"Customer Rating";"Sales Date";"Customer ID";"Channel ID";"Product ID";"Sales Rep ID";"Campaign ID";"Lead Source ID";"Country ID"
"S0426";254;56;"South America";5;15;29;2;"No";"Excellent service";"Basic";3;"2023-11-02";64;1;6;3;4;5;10
"S0427";393;303;"Europe";22;9;94;1;"Yes";"Excellent service";"Basic";3;"2022-11-02";204;1;15;7;1;1;9
"S0428";153;-41;"Asia";14;6;39;4;"Yes";"Price too high";"Basic";1;"2023-10-24";378;1;10;2;5;4;10
"S0429";1385;1143;"North America";25;20;76;3;"Yes";"Highly satisfied";"Basic";7;"2024-08-10";379;2;5;3;1;4;3
"S0430";1254;1150;"Asia";23;12;53;4;"Yes";"Great customer support";"Basic";6;"2023-02-07";16;2;8;7;3;5;3
"S0431";665;526;"Europe";22;11;65;4;"Yes";"Satisfied with product";"Basic";10;"2024-04-14";380;2;12;3;3;1;11
"S0432";1250;1131;"North America";12;8;84;1;"Yes";"Satisfied with product";"Basic";1;"2022-10-23";381;1;5;1;1;5;5
"S0433";1308;1038;"North America";5;5;58;4;"Yes";"Highly satisfied";"Basic";6;"2023-09-27";382;1;6;6;4;1;4
"S0434";414;132;"North America";28;6;85;2;"No";"Price too high";"Basic";6;"2024-04-17";383;2;6;3;1;3;4
"S0435";319;33;"Europe";9;12;31;4;"Yes";"Excellent service";"Basic";10;"2023-04-13";384;1;9;5;2;2;2
"S0436";1175;1059;"Asia";14;10;35;3;"Yes";"Excellent service";"Basic";1;"2022-06-18";385;1;4;7;2;3;2
"S0437";808;540;"North America";25;17;47;2;"Yes";"Price too high";"Basic";5;"2024-05-10";386;1;1;3;3;4;9
"S0438";705;419;"North America";19;10;55;4;"Yes";"Responsive sales team";"Basic";6;"2023-02-09";387;2;3;3;1;2;3
"S0439";657;414;"Asia";10;15;28;2;"No";"Satisfied with product";"Basic";5;"2022-04-03";388;1;5;6;2;4;9
"S0440";1048;977;"North America";6;19;78;5;"Yes";"Highly satisfied";"Basic";3;"2023-10-21";389;1;5;5;4;2;5
"S0441";889;772;"South America";9;20;20;4;"Yes";"Great customer support";"Basic";4;"2022-04-04";390;1;13;2;3;4;1
"S0442";1231;1089;"South America";8;8;40;4;"Yes";"Highly satisfied";"Basic";5;"2023-01-16";391;2;8;5;1;4;3
"S0443";1463;1204;"Asia";28;14;74;3;"Yes";"Highly satisfied";"Basic";9;"2022-03-08";392;1;3;5;5;4;3
"S0444";1308;1036;"Europe";29;7;70;3;"Yes";"Product not available";"Basic";9;"2024-05-29";171;1;6;3;5;4;4
"S0445";796;523;"South America";17;9;34;1;"No";"Responsive sales team";"Basic";6;"2023-06-02";393;1;3;1;2;5;9
"S0446";905;726;"South America";7;10;64;1;"Yes";"Satisfied with product";"Basic";7;"2023-12-11";394;2;9;3;1;3;5
"S0447";354;261;"South America";7;10;98;2;"Yes";"Price too high";"Basic";1;"2023-03-15";395;1;11;7;5;5;9
"S0448";198;82;"Europe";21;16;69;4;"Yes";"Highly satisfied";"Basic";1;"2023-03-13";396;2;14;5;1;1;2
"S0449";1425;1288;"North America";17;15;57;1;"Yes";"Fast delivery";"Basic";5;"2023-07-14";397;1;15;1;2;2;4
"S0450";424;175;"Asia";17;20;78;5;"Yes";"Excellent service";"Basic";10;"2023-01-17";379;1;15;3;5;3;4
"S0451";824;699;"Asia";16;14;22;2;"Yes";"Satisfied with product";"Basic";5;"2023-12-10";398;1;9;6;4;3;2
"S0452";809;759;"Europe";9;8;24;2;"No";"Great customer support";"Basic";5;"2024-03-03";399;2;11;2;4;3;5
"S0453";1105;912;"Asia";25;20;89;3;"Yes";"Fast delivery";"Basic";5;"2022-06-29";400;2;10;1;5;1;9
"S0454";725;440;"Asia";22;12;24;4;"Yes";"Price too high";"Basic";3;"2023-02-17";325;1;8;6;1;1;5
"S0455";835;736;"Europe";13;15;99;4;"Yes";"Fast delivery";"Basic";9;"2024-08-03";401;1;5;1;2;3;3
"S0456";294;2;"Asia";22;18;88;4;"No";"Satisfied with product";"Basic";4;"2024-03-17";402;1;2;7;1;1;3
"S0457";1412;1354;"South America";8;12;62;3;"No";"Highly satisfied";"Basic";9;"2023-09-24";74;1;3;2;3;3;10
"S0458";393;265;"North America";8;11;23;4;"Yes";"Price too high";"Basic";1;"2023-07-10";403;1;13;4;2;3;4
"S0459";360;61;"Europe";11;20;34;3;"Yes";"Product not available";"Basic";4;"2023-11-14";404;1;2;7;2;1;9
"S0460";1156;902;"Europe";22;8;48;5;"No";"Great customer support";"Basic";6;"2022-04-04";405;1;5;2;3;1;2
"S0461";239;115;"Europe";8;12;80;1;"No";"Product not available";"Basic";2;"2023-01-19";406;1;9;5;2;1;3
"S0462";356;233;"South America";25;20;77;1;"Yes";"Excellent service";"Basic";8;"2022-07-14";407;1;12;8;4;4;10
"S0463";1220;1005;"South America";21;9;79;1;"Yes";"Highly satisfied";"Basic";1;"2023-02-02";408;1;11;5;1;1;4
"S0464";1093;795;"Asia";13;14;69;5;"No";"Responsive sales team";"Basic";3;"2023-01-25";326;1;7;6;4;1;9
"S0465";507;438;"Europe";18;14;51;4;"No";"Satisfied with product";"Basic";5;"2024-06-02";409;1;9;7;2;2;10
"S0466";1082;869;"Europe";7;19;63;4;"Yes";"Fast delivery";"Basic";10;"2022-10-10";410;2;12;8;1;4;11
"S0467";1091;816;"North America";12;9;52;5;"Yes";"Highly satisfied";"Basic";6;"2024-02-25";211;1;14;3;2;1;9
"S0468";1413;1249;"Asia";14;20;49;3;"Yes";"Fast delivery";"Basic";10;"2023-05-02";411;1;15;7;5;3;11
"S0469";1031;753;"South America";30;13;50;3;"Yes";"Fast delivery";"Basic";3;"2022-03-20";97;1;13;8;1;2;11
"S0470";533;398;"South America";27;20;60;3;"Yes";"Excellent service";"Basic";2;"2022-06-15";412;1;8;7;4;4;5
"S0471";913;802;"Europe";11;5;51;1;"Yes";"Satisfied with product";"Basic";7;"2024-06-27";413;1;6;8;1;3;1
"S0472";1384;1261;"South America";8;11;36;1;"Yes";"Satisfied with product";"Basic";8;"2023-01-03";414;1;8;8;2;2;10
"S0473";1292;1122;"Europe";16;8;30;5;"Yes";"Great customer support";"Basic";4;"2022-04-09";415;1;4;1;5;3;2
"S0474";748;620;"Europe";10;16;100;4;"Yes";"Fast delivery";"Basic";8;"2024-07-10";416;2;6;3;5;5;2
"S0475";881;670;"Asia";16;14;67;5;"Yes";"Great customer support";"Basic";7;"2022-05-12";417;1;7;7;5;2;4
"S0476";324;260;"Europe";10;7;76;4;"No";"Highly satisfied";"Basic";2;"2023-11-19";418;1;12;3;3;4;11
"S0477";886;793;"South America";12;14;24;1;"No";"Price too high";"Basic";6;"2022-05-27";184;2;12;6;3;3;2
"S0478";722;531;"North America";23;17;37;4;"Yes";"Highly satisfied";"Basic";3;"2023-09-24";419;1;12;6;1;1;11
"S0479";380;211;"Europe";20;20;23;3;"Yes";"Fast delivery";"Basic";1;"2022-10-20";420;2;15;6;4;4;4
"S0480";669;599;"South America";16;14;54;4;"Yes";"Fast delivery";"Basic";3;"2022-07-12";421;1;9;4;4;1;11
"S0481";1340;1107;"Asia";5;14;41;5;"Yes";"Great customer support";"Basic";5;"2022-05-24";422;1;11;3;2;4;3
"S0482";1428;1286;"Asia";20;7;24;3;"Yes";"Fast delivery";"Basic";2;"2023-07-21";333;1;12;3;4;4;9
"S0483";1443;1287;"South America";19;18;39;3;"Yes";"Satisfied with product";"Basic";6;"2022-02-20";423;1;10;6;4;2;3
"S0484";1468;1357;"Europe";10;15;52;5;"Yes";"Great customer support";"Basic";6;"2023-01-15";194;2;15;2;5;3;5
"S0485";497;410;"North America";12;9;99;5;"Yes";"Satisfied with product";"Basic";6;"2022-12-06";424;1;1;4;3;1;1
"S0486";664;531;"Europe";15;19;48;1;"Yes";"Excellent service";"Basic";10;"2024-06-18";425;1;9;8;4;5;9
"S0487";419;198;"South America";28;6;84;3;"Yes";"Fast delivery";"Basic";1;"2023-07-30";426;1;7;6;5;1;2
"S0488";847;694;"Europe";17;7;61;5;"Yes";"Satisfied with product";"Basic";7;"2022-06-27";427;1;4;4;4;1;4
"S0489";1310;1219;"Europe";27;5;85;2;"Yes";"Price too high";"Basic";10;"2022-04-11";428;1;7;5;2;4;11
"S0490";1399;1196;"Asia";8;14;95;2;"Yes";"Excellent service";"Basic";7;"2022-07-12";429;1;14;5;4;3;3
"S0491";1411;1204;"South America";10;17;95;3;"Yes";"Great customer support";"Basic";6;"2024-07-20";430;1;7;6;3;2;9
"S0492";372;118;"North America";17;20;98;3;"Yes";"Satisfied with product";"Basic";6;"2022-05-26";431;2;9;3;2;1;5
"S0493";948;720;"South America";12;20;85;4;"Yes";"Excellent service";"Basic";5;"2022-11-20";432;1;2;5;4;2;11
"S0494";841;686;"Asia";27;18;97;3;"No";"Satisfied with product";"Basic";2;"2023-08-22";423;1;5;2;4;1;1
"S0495";456;386;"North America";14;10;45;1;"Yes";"Product not available";"Basic";5;"2024-08-14";433;1;5;3;2;1;11
"S0496";1478;1300;"Asia";15;9;84;2;"Yes";"Excellent service";"Basic";1;"2023-06-27";352;1;12;2;1;3;1
"S0497";499;336;"Asia";21;10;28;5;"Yes";"Excellent service";"Basic";5;"2023-06-28";353;1;9;4;3;5;4
"S0498";1103;844;"Europe";27;20;36;5;"No";"Responsive sales team";"Basic";10;"2024-04-08";434;1;5;3;5;3;4
"S0499";554;419;"South America";11;10;36;3;"Yes";"Satisfied with product";"Basic";2;"2024-06-15";435;2;8;2;3;1;5
"S0500";451;166;"Asia";26;14;21;5;"No";"Great customer support";"Basic";3;"2022-07-18";436;1;8;7;4;1;4
"S0501";602;373;"Europe";26;13;75;3;"Yes";"Responsive sales team";"Basic";6;"2023-05-08";437;2;10;1;5;2;3
"S0502";1113;843;"South America";29;8;41;2;"Yes";"Satisfied with product";"Basic";3;"2022-05-22";438;2;11;2;5;4;1
"S0503";1241;1171;"Europe";9;16;91;2;"No";"Fast delivery";"Basic";8;"2024-01-21";439;1;3;5;1;5;1
"S0504";1275;1069;"North America";22;5;57;2;"Yes";"Satisfied with product";"Basic";4;"2023-04-13";440;1;5;1;4;2;11
"S0505";1381;1243;"Asia";30;6;87;1;"Yes";"Great customer support";"Basic";3;"2022-01-14";130;1;1;3;2;5;3
"S0506";1329;1049;"Asia";24;15;27;1;"No";"Satisfied with product";"Basic";8;"2024-01-08";441;1;10;6;5;2;1
"S0507";1167;966;"North America";5;11;41;4;"No";"Highly satisfied";"Basic";9;"2022-10-27";133;2;4;2;3;4;10
"S0508";1068;904;"Europe";26;13;22;1;"Yes";"Highly satisfied";"Basic";2;"2023-05-30";442;2;9;6;3;2;9
"S0509";1281;1100;"South America";13;7;33;3;"No";"Great customer support";"Basic";3;"2022-10-31";443;2;8;8;5;1;4
"S0510";389;182;"North America";7;20;24;5;"No";"Price too high";"Basic";6;"2024-02-10";228;1;2;5;5;5;9
"S0511";586;319;"South America";18;7;44;4;"Yes";"Highly satisfied";"Basic";6;"2024-03-08";444;1;6;2;5;3;2
"S0512";380;256;"South America";22;20;30;3;"Yes";"Price too high";"Basic";5;"2022-11-09";445;1;11;5;4;5;4
"S0513";620;531;"South America";12;7;52;4;"Yes";"Responsive sales team";"Basic";5;"2022-02-15";446;1;1;7;3;4;4
"S0514";1111;852;"South America";18;16;56;2;"Yes";"Price too high";"Basic";5;"2024-01-30";447;1;15;3;2;3;5
"S0515";1033;846;"Europe";7;6;85;5;"Yes";"Responsive sales team";"Basic";9;"2024-05-30";239;2;3;7;1;4;2
"S0516";370;135;"Asia";23;13;66;4;"Yes";"Satisfied with product";"Basic";4;"2023-11-01";448;2;14;1;2;5;2
"S0517";1465;1394;"South America";30;6;57;1;"No";"Product not available";"Basic";7;"2022-04-01";449;2;12;1;3;2;3
"S0518";222;162;"Asia";21;15;73;1;"Yes";"Product not available";"Basic";6;"2023-03-17";450;1;13;5;3;4;1
"S0519";734;464;"North America";24;20;80;2;"Yes";"Excellent service";"Basic";10;"2023-03-28";451;1;9;5;1;1;10
"S0520";968;819;"North America";27;18;43;5;"Yes";"Highly satisfied";"Basic";2;"2023-10-23";452;2;14;6;5;5;9
"S0521";1089;997;"Asia";21;5;34;2;"No";"Satisfied with product";"Basic";1;"2023-05-25";453;1;3;5;3;2;11
"S0522";1062;1003;"South America";6;12;99;1;"Yes";"Excellent service";"Basic";4;"2023-06-27";454;2;14;7;3;3;5
"S0523";577;319;"North America";23;17;96;2;"Yes";"Fast delivery";"Basic";7;"2024-03-01";455;2;5;7;5;3;10
"S0524";336;198;"Asia";14;9;100;5;"Yes";"Price too high";"Basic";2;"2024-01-01";24;1;15;2;2;3;3
"S0525";971;726;"Europe";16;19;68;1;"Yes";"Price too high";"Basic";6;"2022-09-23";456;1;8;6;5;1;11
"S0526";566;515;"Europe";8;13;39;3;"Yes";"Excellent service";"Basic";9;"2024-06-10";457;1;15;3;4;1;11
"S0527";333;106;"Europe";25;20;47;3;"Yes";"Satisfied with product";"Basic";2;"2022-02-25";458;1;15;4;3;1;4
"S0528";571;287;"South America";21;9;28;4;"Yes";"Excellent service";"Basic";4;"2022-09-14";459;2;5;2;5;4;9
"S0529";485;185;"Asia";14;6;90;1;"Yes";"Excellent service";"Basic";7;"2023-01-06";460;1;15;8;3;2;5
"S0530";1068;882;"North America";15;18;73;3;"No";"Excellent service";"Basic";9;"2023-09-16";461;1;11;2;5;2;9
"S0531";191;10;"North America";11;6;89;3;"No";"Satisfied with product";"Basic";10;"2024-02-26";173;1;6;2;5;3;11
"S0532";1473;1218;"Asia";23;17;84;3;"Yes";"Product not available";"Basic";1;"2024-03-08";462;1;2;2;3;5;10
"S0533";648;460;"Asia";17;16;26;3;"Yes";"Fast delivery";"Basic";1;"2023-09-06";463;1;10;1;2;1;1
"S0534";199;-55;"South America";24;20;55;1;"No";"Price too high";"Basic";1;"2024-08-05";464;1;14;3;3;1;4
"S0535";963;728;"North America";20;14;44;3;"Yes";"Great customer support";"Basic";5;"2023-08-05";465;1;12;5;2;1;9
"S0536";247;81;"Europe";21;12;25;1;"No";"Product not available";"Basic";10;"2024-01-23";466;1;15;4;2;3;3
"S0537";1178;1121;"North America";22;9;32;3;"No";"Responsive sales team";"Basic";1;"2022-05-29";467;2;11;2;2;5;5
"S0538";161;12;"South America";23;16;80;5;"No";"Responsive sales team";"Basic";1;"2023-01-19";468;1;11;2;3;2;10
"S0539";1110;1040;"South America";20;17;75;2;"Yes";"Great customer support";"Basic";4;"2024-04-06";469;2;6;7;4;4;2
"S0540";982;701;"South America";29;16;49;5;"Yes";"Satisfied with product";"Basic";5;"2022-09-22";470;2;3;3;3;2;5
"S0541";664;542;"North America";5;9;86;4;"Yes";"Responsive sales team";"Basic";2;"2023-07-27";471;1;5;4;2;3;2
"S0542";668;579;"South America";5;18;79;5;"Yes";"Price too high";"Basic";6;"2023-08-27";472;1;1;1;3;3;3
"S0543";621;559;"North America";22;7;43;5;"No";"Price too high";"Basic";7;"2024-03-27";473;1;1;5;5;4;1
"S0544";1213;1047;"Europe";14;17;88;3;"Yes";"Price too high";"Basic";3;"2022-08-23";474;1;13;1;4;2;5
"S0545";530;331;"Europe";9;16;50;5;"Yes";"Satisfied with product";"Basic";2;"2023-08-29";475;1;15;7;5;4;5
"S0546";707;647;"North America";24;16;60;2;"No";"Excellent service";"Basic";7;"2022-05-28";476;1;6;8;4;1;5
"S0547";311;258;"Europe";5;12;35;3;"No";"Product not available";"Basic";2;"2023-07-18";477;1;1;6;5;3;5
"S0548";618;472;"Asia";14;17;68;5;"Yes";"Fast delivery";"Basic";10;"2024-08-19";478;1;5;1;2;5;5
"S0549";504;241;"South America";15;13;97;5;"Yes";"Product not available";"Basic";2;"2023-01-11";359;2;2;4;5;4;3
"S0550";1193;1134;"Europe";9;8;86;2;"No";"Fast delivery";"Basic";7;"2024-06-22";479;2;15;2;5;3;4
"S0551";1346;1197;"Asia";11;7;58;1;"Yes";"Great customer support";"Basic";4;"2024-02-14";480;1;1;5;1;2;9
"S0552";836;574;"North America";14;18;78;5;"Yes";"Highly satisfied";"Basic";10;"2023-05-18";481;1;12;3;4;1;11
"S0553";1006;887;"Europe";22;18;98;5;"Yes";"Excellent service";"Basic";9;"2024-03-24";482;1;2;7;1;4;11
"S0554";1243;1002;"Europe";28;11;96;3;"Yes";"Highly satisfied";"Basic";5;"2024-03-11";483;2;15;6;2;4;11
"S0555";1085;993;"South America";11;20;23;5;"Yes";"Highly satisfied";"Basic";2;"2023-08-09";484;2;3;3;5;3;9
"S0556";890;816;"South America";21;19;37;3;"No";"Highly satisfied";"Basic";10;"2022-10-12";485;1;4;8;1;1;4
"S0557";777;535;"Europe";26;19;87;5;"No";"Responsive sales team";"Basic";9;"2023-07-28";486;1;15;8;3;1;11
"S0558";1029;741;"South America";26;20;22;4;"Yes";"Highly satisfied";"Basic";1;"2024-07-26";487;1;5;3;5;2;2
"S0559";843;547;"North America";29;18;94;5;"Yes";"Highly satisfied";"Basic";9;"2022-04-09";488;1;10;1;3;5;11
"S0560";500;259;"South America";28;9;31;1;"No";"Great customer support";"Basic";4;"2023-12-25";489;1;1;8;3;2;10
"S0561";638;580;"Europe";29;16;39;3;"Yes";"Satisfied with product";"Basic";5;"2022-01-24";490;1;5;6;4;3;10
"S0562";294;-3;"Asia";15;5;98;1;"Yes";"Highly satisfied";"Basic";8;"2023-01-04";491;1;1;6;5;4;3
"S0563";561;352;"North America";11;20;34;1;"Yes";"Satisfied with product";"Basic";4;"2022-02-25";492;2;4;8;4;2;10
"S0564";1298;1045;"South America";24;13;55;3;"Yes";"Great customer support";"Basic";4;"2023-10-27";493;1;8;8;2;4;9
"S0565";713;444;"Asia";27;7;61;4;"Yes";"Responsive sales team";"Basic";5;"2022-09-05";494;2;9;6;2;5;11
"S0566";455;338;"Europe";23;7;63;1;"Yes";"Great customer support";"Basic";3;"2024-05-03";495;1;10;5;5;3;11
"S0567";1242;973;"Asia";23;5;62;2;"No";"Satisfied with product";"Basic";8;"2022-01-20";308;1;7;1;5;2;3
"S0568";242;-44;"Asia";26;5;34;2;"Yes";"Excellent service";"Basic";8;"2024-04-03";487;1;5;5;2;4;2
"S0569";795;503;"North America";16;15;26;3;"Yes";"Satisfied with product";"Basic";7;"2024-06-01";496;1;15;3;5;5;5
"S0570";1167;921;"Europe";18;10;42;5;"Yes";"Product not available";"Basic";7;"2024-08-19";497;1;8;8;3;5;9
"S0571";855;690;"Asia";18;8;49;5;"Yes";"Responsive sales team";"Basic";6;"2024-06-27";498;1;4;6;1;5;1
"S0572";1244;977;"Asia";13;6;68;2;"Yes";"Satisfied with product";"Basic";10;"2022-02-02";499;1;6;1;5;5;5
"S0573";530;265;"South America";14;6;100;1;"Yes";"Great customer support";"Basic";10;"2024-05-02";500;2;1;4;1;5;1
"S0574";427;326;"South America";20;9;65;4;"Yes";"Satisfied with product";"Basic";10;"2022-01-15";501;1;15;5;2;2;9
"S0575";1487;1368;"North America";25;14;54;1;"Yes";"Fast delivery";"Basic";1;"2022-04-30";502;1;4;4;3;4;11
"S0576";1073;991;"South America";11;14;48;4;"Yes";"Great customer support";"Basic";5;"2024-06-27";503;1;11;5;2;5;10
"S0577";342;109;"Europe";19;5;54;2;"Yes";"Satisfied with product";"Basic";3;"2024-02-05";504;2;6;3;3;5;2
"S0578";1281;1018;"North America";14;12;35;4;"Yes";"Responsive sales team";"Basic";6;"2023-02-06";505;2;8;8;5;1;1
"S0579";1330;1228;"Asia";30;5;44;1;"Yes";"Highly satisfied";"Basic";2;"2024-04-18";506;1;11;6;2;1;3
"S0580";599;368;"Asia";12;15;93;1;"Yes";"Great customer support";"Basic";6;"2022-09-08";507;1;3;6;1;5;1
"S0581";548;478;"Europe";28;16;75;5;"No";"Price too high";"Basic";9;"2022-09-22";508;1;8;1;1;1;5
"S0582";714;595;"Asia";29;15;70;4;"No";"Price too high";"Basic";9;"2022-02-21";479;1;2;4;5;3;11
"S0583";301;236;"Asia";28;12;63;2;"No";"Excellent service";"Basic";9;"2023-11-21";509;1;15;7;1;4;2
"S0584";792;535;"North America";12;13;47;4;"Yes";"Satisfied with product";"Basic";3;"2024-06-07";510;1;9;5;3;2;2
"S0585";166;-106;"South America";13;12;50;2;"Yes";"Price too high";"Basic";10;"2022-05-31";110;1;1;2;5;5;9
"S0586";835;633;"North America";27;9;53;1;"No";"Product not available";"Basic";2;"2024-06-02";251;2;13;6;2;3;10
"S0587";637;426;"South America";6;11;88;2;"Yes";"Product not available";"Basic";5;"2022-11-03";452;1;15;4;1;4;1
"S0588";1498;1374;"North America";28;14;35;4;"Yes";"Product not available";"Basic";6;"2023-01-11";277;1;13;2;5;1;10
"S0589";964;778;"Europe";6;17;88;1;"Yes";"Price too high";"Basic";9;"2022-09-10";227;1;6;5;3;2;2
"S0590";1014;920;"North America";25;13;30;4;"Yes";"Excellent service";"Basic";9;"2022-02-17";511;2;3;4;3;3;1
"S0591";767;680;"North America";12;7;30;3;"Yes";"Price too high";"Basic";5;"2023-03-30";512;1;3;5;2;1;11
"S0592";1045;793;"Asia";10;16;29;1;"Yes";"Price too high";"Basic";3;"2023-11-14";71;1;7;8;4;3;4
"S0593";209;-79;"Asia";10;18;92;5;"Yes";"Product not available";"Basic";4;"2024-06-25";513;1;15;6;3;5;10
"S0594";1227;989;"North America";27;10;84;5;"No";"Excellent service";"Basic";1;"2024-05-13";514;2;12;6;1;1;2
"S0595";1036;866;"North America";18;8;99;5;"Yes";"Price too high";"Basic";7;"2022-09-20";515;1;10;4;1;2;4
"S0596";563;455;"North America";10;12;62;1;"Yes";"Great customer support";"Basic";7;"2024-08-28";516;2;15;6;1;5;10
"S0597";477;208;"South America";14;18;40;4;"No";"Fast delivery";"Basic";4;"2024-01-18";517;1;14;5;3;1;2
"S0598";943;645;"North America";27;9;73;1;"Yes";"Satisfied with product";"Basic";3;"2024-01-16";233;1;15;5;1;5;11
"S0599";1206;1134;"Asia";14;13;40;3;"Yes";"Excellent service";"Basic";2;"2022-02-24";518;2;13;1;1;4;1
"S0600";1170;939;"North America";20;5;44;5;"Yes";"Great customer support";"Basic";9;"2024-05-30";165;1;4;3;5;1;1
"S0601";387;231;"South America";18;15;96;1;"Yes";"Excellent service";"Basic";1;"2022-04-01";519;1;12;3;1;2;2
"S0602";858;698;"North America";24;7;67;1;"Yes";"Product not available";"Basic";7;"2023-09-16";520;1;15;8;4;4;9
"S0603";1412;1356;"Asia";22;6;33;2;"Yes";"Highly satisfied";"Basic";5;"2024-01-20";521;1;14;4;3;1;1
"S0604";299;12;"South America";30;16;44;5;"Yes";"Highly satisfied";"Basic";2;"2022-06-24";522;2;7;7;4;3;5
"S0605";1314;1226;"South America";27;18;96;4;"Yes";"Highly satisfied";"Basic";3;"2022-04-08";181;1;13;2;1;1;11
"S0606";547;468;"Asia";21;5;95;5;"Yes";"Great customer support";"Basic";5;"2024-04-18";523;2;3;4;1;2;11
"S0607";173;-114;"Asia";7;9;70;1;"Yes";"Fast delivery";"Basic";4;"2023-10-07";524;1;10;5;4;5;3
"S0608";1201;914;"South America";13;18;21;1;"Yes";"Excellent service";"Basic";9;"2023-01-04";525;1;9;5;3;2;9
"S0609";1017;734;"Asia";13;12;56;2;"Yes";"Fast delivery";"Basic";2;"2023-08-22";526;1;4;8;3;2;5
"S0610";313;73;"North America";12;18;33;2;"Yes";"Responsive sales team";"Basic";8;"2023-01-25";527;1;9;5;4;1;3
"S0611";1464;1313;"North America";9;17;69;4;"Yes";"Price too high";"Basic";7;"2024-04-13";528;1;15;5;4;4;11
"S0612";989;878;"South America";7;5;56;2;"No";"Price too high";"Basic";5;"2024-07-01";529;2;7;6;5;3;1
"S0613";1407;1352;"Europe";21;9;86;2;"No";"Highly satisfied";"Basic";1;"2022-03-26";509;1;9;5;1;2;10
"S0614";1288;1081;"Asia";5;13;59;5;"Yes";"Price too high";"Basic";3;"2023-11-14";530;2;15;2;5;4;4
"S0615";1293;999;"Asia";12;17;22;1;"Yes";"Satisfied with product";"Basic";5;"2022-09-28";239;1;3;6;2;4;10
"S0616";489;293;"Asia";20;10;88;4;"Yes";"Product not available";"Basic";5;"2024-05-21";402;2;5;3;5;2;9
"S0617";1217;934;"South America";15;17;73;2;"No";"Price too high";"Basic";9;"2024-03-30";531;2;8;2;2;2;4
"S0618";1000;837;"Asia";28;5;46;2;"No";"Product not available";"Basic";5;"2022-09-18";532;1;10;8;5;3;5
"S0619";925;656;"North America";24;5;25;1;"Yes";"Price too high";"Basic";4;"2024-03-24";533;1;5;7;5;5;9
"S0620";1362;1097;"Asia";7;7;42;2;"Yes";"Fast delivery";"Basic";7;"2023-08-13";352;2;4;8;4;2;11
"S0621";313;74;"North America";24;17;69;1;"Yes";"Highly satisfied";"Basic";8;"2023-01-27";138;1;5;6;5;3;4
"S0622";910;612;"Europe";13;13;29;4;"Yes";"Fast delivery";"Basic";3;"2022-03-15";534;2;3;6;3;2;4
"S0623";197;-8;"North America";24;19;49;5;"Yes";"Great customer support";"Basic";6;"2023-07-06";377;1;1;3;1;3;3
"S0624";774;656;"North America";11;19;54;5;"Yes";"Price too high";"Basic";1;"2024-07-19";535;2;13;2;2;3;3
"S0625";440;171;"North America";21;16;66;5;"Yes";"Satisfied with product";"Basic";1;"2023-10-20";536;1;11;6;1;4;9
"S0626";1298;1185;"Asia";24;13;26;4;"Yes";"Price too high";"Basic";3;"2023-06-01";281;1;1;2;1;3;11
"S0627";254;154;"North America";6;13;32;3;"Yes";"Product not available";"Basic";10;"2022-08-11";367;1;11;8;3;5;3
"S0628";376;234;"North America";6;11;38;2;"Yes";"Fast delivery";"Basic";6;"2024-02-08";537;2;9;3;3;4;1
"S0629";314;151;"North America";9;20;32;1;"Yes";"Highly satisfied";"Basic";2;"2024-04-12";538;2;7;5;2;1;4
"S0630";214;71;"North America";15;17;78;1;"Yes";"Responsive sales team";"Basic";8;"2023-09-12";282;2;5;4;1;5;1
"S0631";1481;1263;"Europe";27;7;100;5;"Yes";"Product not available";"Basic";7;"2023-03-19";539;1;7;8;1;5;11
"S0632";425;134;"Asia";29;15;100;3;"Yes";"Price too high";"Basic";8;"2023-10-21";361;2;5;5;1;1;4
"S0633";475;188;"North America";8;10;72;5;"Yes";"Satisfied with product";"Basic";2;"2023-12-10";540;2;8;3;1;5;5
"S0634";692;478;"Asia";25;17;100;4;"Yes";"Fast delivery";"Basic";1;"2022-01-11";541;1;13;5;2;1;1
"S0635";727;468;"Europe";28;8;91;4;"Yes";"Highly satisfied";"Basic";7;"2023-05-08";542;1;11;1;5;4;11
"S0636";433;335;"Asia";14;12;85;1;"No";"Product not available";"Basic";9;"2022-12-21";543;2;6;6;2;4;11
"S0637";491;371;"Europe";24;5;91;3;"No";"Fast delivery";"Basic";3;"2022-07-30";544;1;14;4;1;2;2
"S0638";667;409;"South America";10;10;71;2;"Yes";"Highly satisfied";"Basic";6;"2023-03-09";545;2;3;3;4;5;11
"S0639";720;650;"South America";8;18;25;4;"Yes";"Product not available";"Basic";2;"2023-12-28";546;1;10;7;2;3;2
"S0640";443;225;"North America";26;6;59;3;"Yes";"Price too high";"Basic";7;"2022-12-01";547;1;6;1;2;3;11
"S0641";1108;984;"Europe";13;7;75;3;"No";"Satisfied with product";"Basic";3;"2024-03-06";548;1;9;1;3;3;11
"S0642";150;-77;"Asia";10;16;22;3;"No";"Fast delivery";"Basic";3;"2023-03-13";549;1;9;5;2;3;1
"S0643";1230;1107;"Europe";7;12;38;1;"No";"Product not available";"Basic";1;"2022-07-07";550;2;3;6;2;2;5
